Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-sack:]-fragment{tcp:-1:False:34}-|[TCP:sport:24985]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:load:corrupt}(duplicate(,duplicate),)-|[TCP:flags:FAUECN]-drop-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|[TCP:urgptr:62282]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(fragment{tcp:25:True}(,tamper{TCP:options-eol:corrupt}),)-|[TCP:options-eol:]-duplicate(tamper{TCP:window:corrupt},duplicate)-|[TCP:options-timestamp:3420314220]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:98}(tamper{TCP:chksum:replace:9517}(tamper{TCP:load:replace:toed6yn69l}(duplicate(fragment{tcp:-1:False}(tamper{TCP:options-sack:replace:},),tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),)),),),)-|[TCP:ack:2507553695]-tamper{TCP:seq:replace:3461985881}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(drop,tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:chksum:corrupt}(duplicate,),))-|[TCP:options-mss:62767:1]-tamper{TCP:chksum:replace:47539}-|",1,[-10]
-10.0,[TCP:options-md5header:b28b2c4c978c2640009e7b7647a05064]-duplicate-|[TCP:options-altchksum:12]-tamper{TCP:ack:replace:634278468}-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(,drop)-|[TCP:options-altchksumopt:]-duplicate-|[TCP:reserved:7]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-fragment{ip:-1:False:5}-|[TCP:seq:2146464987:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:seq:replace:4240499711}-|[TCP:load:__HTTP_REQUEST__:4]-tamper{TCP:dataofs:replace:6}-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{ip:-1:True:14}(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:load:__DNS_REQUEST__]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-nop:corrupt},)-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:flags:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:load:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:dport:replace:11541}),),)-|[TCP:options-md5header:d76ec3086a76c17bc9fa59d1cf652ce7]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:ack:521735304]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-timestamp:replace:2815386517}-|[TCP:reserved:7]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(duplicate,)-|[TCP:flags:PAUEC]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:dataofs:replace:5},)-|[TCP:sport:15962]-tamper{TCP:options-timestamp:replace:459892788}-|",1,[-10]
-10.0,"[TCP:options-sack:]-|[TCP:options-eol:]-duplicate(duplicate,)-|[TCP:sport:62702]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-sackok:replace:}-|[TCP:options-wscale:76]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:window:80]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:window:20]-duplicate(tamper{TCP:urgptr:corrupt},tamper{TCP:options-timestamp:corrupt})-|[TCP:options-eol:]-duplicate(duplicate,)-|[TCP:seq:4061274501]-tamper{TCP:window:replace:180}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-timestamp:replace:4227595856}(fragment{tcp:-1:False:5}(tamper{TCP:seq:corrupt}(tamper{TCP:options-mss:corrupt},),duplicate),),)-|[TCP:options-altchksum:166]-tamper{TCP:seq:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:options-altchksum:16]-duplicate-|,1,[-10]
-9.308,[TCP:dataofs:10]-duplicate-|,1,[-9.308]
-9.308,"[TCP:options-sack::0]-fragment{tcp:-1:True}(tamper{TCP:load:corrupt}(fragment{tcp:-1:False},),)-|[TCP:window:120]-tamper{TCP:chksum:replace:55162}-|",1,[-9.308]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:1420209119}(tamper{TCP:ack:replace:2385148660},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:chksum:corrupt}(tamper{TCP:dataofs:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:replace:69}(tamper{TCP:sport:replace:26242},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:35}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:window:replace:50}-|,1,[0]
0.0,[TCP:dport:51552]-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:ack:replace:79112427})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-eol:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:replace:150}(fragment{ip:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:5571}-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-timestamp:replace:4087488905}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:17:False}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,[TCP:dataofs:10]-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:seq:corrupt}(drop,)-|[TCP:options-nop:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-altchksumopt::3]-tamper{TCP:options-altchksumopt:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:True},tamper{TCP:reserved:replace:5})-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate(duplicate,))-|",1,[0]
0.0,[TCP:dataofs:13]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:False:46},)-|",1,[0]
0.0,[TCP:options-md5header:685c4f795526c1d257f9c1b79b31a41f]-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:ack:replace:997001832})-|",1,[0]
0.0,[TCP:options-md5header:4e3803f104696d405edbe9b499679d41]-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-uto:replace:20}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(tamper{TCP:options-sack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::2]-fragment{tcp:-1:True}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::2]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-eol::3]-tamper{TCP:options-mss:replace:18330}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:options-uto:replace:46}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:replace:997001832}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:replace:26238}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,tamper{TCP:ack:replace:997001832})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:load:replace:znurdgtbet}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:1420209119}-|,1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:dataofs:replace:15}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:17996}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(duplicate,tamper{TCP:options-altchksum:corrupt}),)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:17:False}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:sport:corrupt},tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:71}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:flags:replace:P}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(fragment{tcp:-1:False:46},)-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:130}(tamper{TCP:options-wscale:replace:133},)-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:dport:replace:17996}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-timestamp:replace:4087488905}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:47401}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:seq:corrupt}(drop,)-|[TCP:options-nop:]-fragment{tcp:-1:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:replace:13177}-|,1,[0]
0.0,"[TCP:options-sack::1]-fragment{tcp:-1:True}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:reserved:corrupt}-|[TCP:options-altchksumopt::3]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:5009}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:11:True:5}(tamper{TCP:sport:corrupt},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-sack:corrupt}(tamper{TCP:dataofs:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:RPAEC}(tamper{TCP:dport:replace:17996},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:ack:replace:79112427}(duplicate,))-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(tamper{TCP:options-sack:corrupt},),tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:130}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-eol::2]-duplicate-|,1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:reserved:replace:7}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:False:46}(tamper{TCP:options-timestamp:replace:2367890993},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:5571}-|[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}(tamper{TCP:dport:replace:17996},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:22}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:1420209119}(tamper{TCP:ack:replace:2385148660}(tamper{TCP:options-sackok:replace:},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:54659}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:replace:63892}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:11:True:5}(tamper{TCP:sport:corrupt},tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(tamper{TCP:options-uto:replace:20},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(duplicate,tamper{TCP:window:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:17:False}(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:urgptr:replace:65252},),)-|",1,[0]
0.0,"[TCP:options-sack::1]-fragment{tcp:-1:True}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol::3]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,[TCP:dport:51000]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}(duplicate(tamper{TCP:options-altchksum:replace:224},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:replace:150}(fragment{tcp:10:True:15},)-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:ack:replace:2000035540}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(duplicate,tamper{TCP:urgptr:replace:45103}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-timestamp:replace:4087488905}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:reserved:replace:5})-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(drop,),)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:dataofs:replace:4}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:1420209119}(tamper{TCP:ack:replace:2385148660},)-|[TCP:options-sackok:]-tamper{TCP:dport:replace:9286}-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:5571}-|[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-eol:replace:}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-eol::2]-tamper{TCP:options-mss:replace:18330}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:1420209119}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True}(duplicate,),),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:urgptr:replace:31937}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:65465}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:seq:replace:2378938710},)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-md5header:corrupt}(duplicate(duplicate,fragment{tcp:-1:True}),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(duplicate(fragment{ip:-1:True:26},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:replace:18330}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol::1]-duplicate(tamper{TCP:options-uto:replace:20},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(duplicate(duplicate,tamper{TCP:urgptr:replace:45103}),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-sackok:replace:},),duplicate)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:replace:17996}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(,tamper{TCP:chksum:replace:11995})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-altchksumopt:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(duplicate(,drop),tamper{TCP:options-altchksum:corrupt}),)-|",1,[0]
0.0,[TCP:options-altchksum:134]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:dport:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:flags:replace:P}(drop,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(duplicate(fragment{tcp:11:True},),)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:13:True:32}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-wscale:replace:132}(tamper{TCP:dport:replace:17996},))-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-timestamp:replace:3782413565},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:17996}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:replace:17996}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:flags:corrupt}(duplicate,)-|[TCP:options-eol:]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:50:True:14}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:11:True:5}(tamper{TCP:options-wscale:corrupt},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(,tamper{TCP:options-uto:replace:20}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:52:False:26},tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(drop,fragment{tcp:-1:False}(tamper{TCP:options-sack:corrupt},))-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:5}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(duplicate,duplicate),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:58600}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:130}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:130}(tamper{TCP:options-wscale:replace:133}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:RPAEC}(tamper{TCP:dport:replace:17996},)-|[TCP:options-nop:]-drop-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:window:replace:150}-|,1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-mss:replace:18330}(duplicate(,tamper{TCP:urgptr:replace:23317}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:133}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:4:True}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(tamper{TCP:options-uto:replace:20},tamper{TCP:reserved:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-eol:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(duplicate(tamper{TCP:options-sack:corrupt},),tamper{TCP:dataofs:corrupt}))-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:seq:replace:3479668127}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-altchksumopt:replace:}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:11:True:5}(tamper{TCP:options-sack:corrupt},tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(,tamper{TCP:options-sack:corrupt}),tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:5571}(duplicate,)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(,tamper{TCP:options-altchksum:corrupt}),)-|",1,[0]
0.0,[TCP:options-eol::2]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|[TCP:options-altchksumopt:]-tamper{TCP:load:replace:__DNS_REQUEST__}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}(duplicate(,tamper{TCP:options-altchksum:replace:224}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:window:corrupt}(duplicate(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(duplicate(tamper{TCP:urgptr:replace:47401},tamper{TCP:window:corrupt}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}(tamper{TCP:dport:replace:17996}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-eol:]-duplicate-|[TCP:options-nop:]-tamper{TCP:reserved:replace:6}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False},drop)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:options-wscale:replace:231}(duplicate,))-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|[TCP:options-eol:]-tamper{TCP:options-wscale:replace:202}-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:17:False}(tamper{TCP:urgptr:replace:65252},)-|",1,[0]
0.0,[TCP:options-sackok::1]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:urgptr:62312]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(tamper{TCP:urgptr:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
