Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-uto:210]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:seq:3924754059]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:60821:2]-tamper{TCP:window:replace:190}-|,1,[-10]
-10.0,"[TCP:options-altchksum:169]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:169]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,[TCP:urgptr:26462]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:load:]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:options-mss:57575:1]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:1]-duplicate-|,1,[-10]
-10.0,[TCP:load:]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:3549363068]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-mss:36000:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:7]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:chksum:39020]-tamper{TCP:options-wscale:replace:167}-|,1,[-10]
-10.0,[TCP:options-uto:241:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:61153]-drop-|,1,[-10]
-10.0,"[TCP:chksum:31902]-duplicate(tamper{TCP:urgptr:replace:6427},)-|",1,[-10]
-10.0,[TCP:options-timestamp:47059462]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksum:130]-drop-|,1,[-10]
-10.0,[TCP:dataofs:13]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:seq:184484296]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:65392]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:26854]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:2859]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:3549363068]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:4478]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:60821:2]-tamper{TCP:seq:replace:3840873790}-|,1,[-10]
-10.0,[TCP:dataofs:3]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:2905]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:57808]-drop-|,1,[-10]
-10.0,[TCP:window:120]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:10]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-nop:]-fragment{tcp:-1:True}-|[TCP:window:150]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:dport:6504]-tamper{TCP:options-uto:replace:66}-|,1,[-10]
-10.0,[TCP:options-eol::0]-tamper{TCP:reserved:replace:1}-|,1,[-10]
-10.0,[TCP:sport:64203]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:6]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:window:160]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:222]-tamper{TCP:seq:replace:1397477661}-|,1,[-10]
-10.0,[TCP:options-altchksum:27]-tamper{TCP:dataofs:replace:1}-|,1,[-10]
-10.0,[TCP:chksum:64011]-duplicate-|[TCP:options-sackok:]-tamper{TCP:seq:replace:3688391671}-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:4]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:dport:6504]-drop-|,1,[-10]
-10.0,[TCP:options-sack::2]-fragment{tcp:-1:True}-|[TCP:seq:1339318377]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}(duplicate,)-|[TCP:options-md5header:37da248a8af677776ebb0655d6dfe7f4]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}-|[TCP:window:130]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:75be89b08ec705ae0dd3803c4c1d6abb]-tamper{TCP:seq:replace:3044578452}-|,1,[-10]
-10.0,[TCP:options-altchksum:254]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:60821:2]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:60821:2]-drop-|,1,[-10]
-10.0,[TCP:options-altchksum:156]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksum:22]-tamper{TCP:window:replace:10}-|,1,[-10]
-10.0,[TCP:ack:2374375824:3]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:23]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:seq:168241399]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate,)-|[TCP:options-uto:1]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,[TCP:options-altchksum:169]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-altchksum:227]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:ack:2780854776]-duplicate-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:ack:replace:3758597959}-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:dataofs:15]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(tamper{TCP:dataofs:replace:1},)-|[TCP:chksum:65312]-tamper{TCP:options-md5header:replace:eba4734c5f473b0866c0f4bd979fc8e6}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:dataofs:7]-tamper{TCP:sport:replace:12387}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,duplicate)-|[TCP:options-wscale:100]-tamper{TCP:options-eol:replace:}-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:window:corrupt}-|[TCP:dataofs:1:0]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-timestamp:1036647740]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True}(drop,tamper{TCP:options-sackok:replace:}),)-|[TCP:load:vrqysynuo3]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(duplicate,)-|[TCP:options-md5header:ad54cb8e8b948f2872b505a83dec4790]-duplicate-|",1,[-10]
-10.0,[TCP:options-timestamp:3549363068]-tamper{TCP:seq:replace:1927391297}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:seq:replace:1533156465}(tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:False},),)-|[TCP:options-altchksum:162]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(duplicate(,tamper{TCP:ack:corrupt}),)-|[TCP:dport:63143:4]-tamper{TCP:urgptr:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}-|[TCP:ack:1357131983]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False},)-|[TCP:dport:50932]-tamper{TCP:options-eol:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(fragment{tcp:38:False},),)-|[TCP:options-timestamp:523687315]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,[TCP:options-timestamp:3549363068]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:3549363068]-duplicate(,tamper{TCP:options-mss:replace:16847})-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-uto:corrupt})-|[TCP:options-nop:]-tamper{TCP:window:corrupt}-|[TCP:sport:16040]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},tamper{TCP:sport:corrupt}(tamper{TCP:ack:corrupt},))-|[TCP:options-wscale:59]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:reserved:7]-tamper{TCP:dport:replace:34586}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:sport:replace:33895}(tamper{TCP:options-altchksum:corrupt},)-|[TCP:options-nop:]-drop-|[TCP:sport:21601]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:load:phdca6cw76]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:5fe21539bbaee6e9cf831c579e46ea8c]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(tamper{TCP:dataofs:replace:1},)-|[TCP:dataofs:13]-duplicate-|",1,[-10]
-10.0,[TCP:ack:2374375824:3]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(tamper{TCP:options-sack:corrupt},)-|[TCP:chksum:2268]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}-|[TCP:options-wscale:216]-tamper{TCP:options-uto:replace:209}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:dataofs:corrupt},)-|[TCP:options-timestamp:4249801028]-tamper{TCP:seq:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:12990}-|[TCP:options-altchksum:217]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:0]-duplicate-|[TCP:dport:21285:0]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(tamper{TCP:seq:corrupt},)-|[TCP:options-wscale:253:3]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok::0]-|[TCP:chksum:58065]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-altchksum:62:0]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-uto:replace:218}-|[TCP:ack:3016099937]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(duplicate(,tamper{TCP:ack:corrupt}),tamper{TCP:options-nop:replace:})-|[TCP:dport:11923]-tamper{TCP:reserved:replace:0}-|",1,[-10]
-10.0,"[TCP:options-timestamp:3549363068]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:True}(,duplicate),)-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:dataofs:corrupt})-|[TCP:load:nxb6nxah9u]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-timestamp:3549363068]-drop-|,1,[-10]
-10.0,[TCP:sport:15847]-duplicate-|[TCP:window:90]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:63110}(fragment{tcp:47:True:23},)-|[TCP:window:160]-tamper{TCP:options-sack:replace:}-|",1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:9:False:25}(,tamper{TCP:flags:corrupt})-|[TCP:options-timestamp:3648300215]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:corrupt},)-|[TCP:ack:438821501:2]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate(,tamper{TCP:options-mss:replace:37752}),)-|[TCP:options-mss:61607]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-mss:34553]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}-|[TCP:options-uto:252:2]-tamper{TCP:window:replace:180}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(duplicate,)-|[TCP:dataofs:1:4]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:replace:2}(tamper{TCP:options-nop:replace:},)-|[TCP:options-md5header:a7147ecbf862c21d0d30cac768709231]-tamper{TCP:options-sack:replace:}-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-mss:corrupt}-|[TCP:dport:13244:1]-drop-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},tamper{TCP:urgptr:replace:32658}(tamper{TCP:options-sackok:corrupt},))-|[TCP:window:40]-duplicate-|",1,[-10]
-10.0,[TCP:options-uto:177]-tamper{TCP:options-altchksum:corrupt}-|[TCP:chksum:1099]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False:15}(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),),)-|[TCP:window:110]-drop-|",1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:33:False:23}-|[TCP:ack:1532139375:0]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:seq:3185416747]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}-|[TCP:options-altchksum:28]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(duplicate,)-|[TCP:chksum:36990]-tamper{TCP:options-altchksum:replace:112}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:dataofs:corrupt},)-|[TCP:dataofs:8]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,[TCP:options-timestamp:3549363068]-tamper{TCP:ack:replace:3922517220}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(fragment{ip:-1:True:5},)-|[TCP:window:150]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(fragment{tcp:38:False},duplicate),)-|[TCP:options-mss:52783]-drop-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:dataofs:corrupt},)-|[TCP:options-altchksum:20:1]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:3}-|[TCP:options-wscale:199]-tamper{TCP:options-wscale:replace:28}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-sack:replace:}-|[TCP:options-mss:65522]-tamper{TCP:seq:replace:2209528193}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-nop:replace:})-|[TCP:sport:28985]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:6}-|[TCP:options-mss:44830:0]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{ip:-1:True:25}(duplicate,tamper{TCP:dport:corrupt})-|[TCP:options-md5header:2af1751bd3abb8e44dd523ff4dea4f98]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(fragment{tcp:38:False},),)-|[TCP:options-uto:169]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-mss:8616:0]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:dport:17555]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate(,tamper{TCP:options-mss:replace:37752}),)-|[TCP:options-timestamp:4174203352:2]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},)-|[TCP:chksum:37991]-tamper{TCP:options-wscale:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|[TCP:sport:58942:1]-tamper{TCP:ack:replace:140301110}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(fragment{tcp:38:False},),)-|[TCP:reserved:1]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:flags:replace:SA}(tamper{TCP:chksum:replace:55052},)-|[TCP:options-altchksum:164]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:dport:52073]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|[TCP:dataofs:8]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},fragment{tcp:-1:True:37}(,tamper{TCP:options-md5header:replace:2be7053235d433b52d9e5175832b7fc2}))-|[TCP:options-altchksumopt::0]-tamper{TCP:options-md5header:corrupt}-|",1,[-10]
-10.0,[TCP:flags:A:1]-tamper{TCP:options-sackok:corrupt}-|[TCP:dport:10363:0]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-fragment{tcp:-1:False:6}-|[TCP:dataofs:11:1]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:urgptr:44336]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:chksum:replace:11886}-|[TCP:sport:29168]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-nop:corrupt}(duplicate,),duplicate)-|[TCP:options-altchksum:50]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:832034134628fcde405eaf30f412e981}(duplicate,)-|[TCP:seq:887372156]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:6}-|[TCP:options-timestamp:828606361]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-drop-|[TCP:reserved:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:flags:PAEN:1]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:window:corrupt}-|[TCP:options-timestamp:2119492221]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-wscale:190:2]-drop-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:reserved:corrupt}-|[TCP:ack:1680009681:3]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:ack:replace:3310340913}-|[TCP:options-sackok:]-|[TCP:options-altchksum:108:3]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-fragment{tcp:6:False:3}-|[TCP:options-uto:194]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False},)-|[TCP:dataofs:2]-drop-|",1,[-10]
-10.0,[TCP:options-sackok::0]-|[TCP:options-md5header:d3a75212c9e1a6b9e7e74ea1f4d9b767]-tamper{TCP:options-mss:replace:28685}-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:23:False:44}-|[TCP:flags:SAUCN]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|[TCP:reserved:6]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:reserved:3:1]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:dataofs:corrupt}(drop,)-|[TCP:chksum:23921:2]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:load:replace:bk3yyrhn38}(tamper{TCP:options-sack:replace:},)-|[TCP:seq:2676651359:0]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-altchksum:replace:218},)-|[TCP:chksum:57892]-drop-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:flags:replace:SA}(tamper{TCP:options-altchksum:replace:218},)-|[TCP:options-wscale:220]-drop-|",1,[-10]
-10.0,[TCP:options-sackok::0]-tamper{TCP:sport:replace:20741}-|[TCP:window:120]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-uto:replace:71}-|[TCP:chksum:22385]-tamper{TCP:urgptr:replace:22219}-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:seq:2245452292]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:window:180]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(,tamper{TCP:options-nop:replace:}),)-|[TCP:ack:3504994519]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:True},)-|[TCP:seq:1732705209]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop::0]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:chksum:corrupt}(duplicate(fragment{tcp:-1:False},),),)-|[TCP:options-md5header:c350b2a617cf0d0de67a697169c2cd0e]-tamper{TCP:ack:corrupt}-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-mss:5615]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(,tamper{TCP:dataofs:replace:14}),)-|[TCP:options-altchksum:54]-tamper{TCP:options-md5header:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}(duplicate(,fragment{tcp:-1:False}),)-|[TCP:dataofs:11]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|[TCP:urgptr:38777]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:True}-|[TCP:options-uto:68]-tamper{TCP:ack:replace:1839471914}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True}(,duplicate),)-|[TCP:flags:SRE:0]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|[TCP:options-md5header:90d8dc69dd87d04c36a42bfc3c13a01e]-tamper{TCP:window:replace:130}-|",1,[-10]
-10.0,[TCP:options-sack::0]-fragment{ip:19:False:9}-|[TCP:chksum:26838]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(duplicate,duplicate)-|[TCP:options-wscale:111:4]-tamper{TCP:ack:replace:1386658485}-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(tamper{TCP:options-sack:corrupt},)-|[TCP:urgptr:3884:0]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok::0]-tamper{TCP:options-eol:corrupt}-|[TCP:window:90]-drop-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}-|[TCP:reserved:5]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-nop:corrupt}(duplicate,),)-|[TCP:dataofs:3]-tamper{TCP:options-wscale:replace:220}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:dport:corrupt}(duplicate,),)-|[TCP:options-timestamp:2356042042]-tamper{TCP:options-md5header:replace:bed03162dae5fd81218719c5816511b5}-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-mss:52164]-drop-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:reserved:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:False})-|[TCP:sport:10949]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:dataofs:7]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:reserved:replace:2}-|[TCP:options-wscale:192:3]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:window:corrupt}-|[TCP:options-mss:60521]-tamper{TCP:options-wscale:replace:39}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:2046951244}-|[TCP:options-uto:215]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-drop-|[TCP:options-sackok:]-tamper{TCP:window:replace:20}-|[TCP:options-mss:53984]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:reserved:replace:2}-|[TCP:window:120]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:options-uto:56]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:flags:S]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:180}(duplicate(duplicate,),)-|[TCP:options-mss:59060]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:window:replace:80}(tamper{TCP:window:corrupt},)-|[TCP:ack:844394224:1]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False:5}(tamper{TCP:urgptr:corrupt},),)-|[TCP:ack:1618074870]-tamper{TCP:flags:replace:SA}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-uto:226:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(duplicate,)-|[TCP:options-uto:248]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-wscale:211:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:sport:18223]-tamper{TCP:options-altchksum:replace:196}-|,1,[-10]
